question_id,chunk_id,question_text,chunk_text,person_1,person_2,person_3,final_label
q8,1612.07640v1_introduction_0008,"How are machine learning methods applied to concrete scientific or engineering tasks (e.g., physics, biology, control, optimization)?","The comparison between conventional data-driven MHMS and DL-based MHMS is given in Table I . A high-level illustration of the principles behind these three kinds of MHMS discussed above is shown in Figure 1 . Deep learning models have several variants such as Auto-Dncoders [ 23 ] , Deep Belief Network [ 24 ] , Deep Boltzmann Machines [ 25 ] , Convolutional Neural Networks [ 26 ] and Recurrent Neural Networks [ 27 ] . During recent years , various researchers have demonstrated success of these deep learning models in the application of machine health monitoring . This paper attempts to provide a wide overview on these latest DL-based MHMS works that impact the state-of-the art technologies . Compared to these frontiers of deep learning including Computer Vision and Natural Language Processing , machine health monitoring community is catching up and has witnessed an emerging research . Therefore , the purpose of this survey article is to present researchers and engineers in the area of machine health monitoring system , a global view of this hot and active topic , and help them to acquire basic knowledge , quickly apply deep learning models and develop novel DL-based MHMS . The remainder of this paper is organized as follows . The basic information on these above deep learning models are given in section II . Then , section III reviews applications of deep learning models on machine health monitoring .",0,0,1,0
q8,1612.07640v1_introduction_0009,"How are machine learning methods applied to concrete scientific or engineering tasks (e.g., physics, biology, control, optimization)?","The remainder of this paper is organized as follows . The basic information on these above deep learning models are given in section II . Then , section III reviews applications of deep learning models on machine health monitoring . Finally , section IV gives a brief summary of the recent achievements of DL-based MHMS and discusses some potential trends of deep learning in machine health monitoring . II . DEEP LEARNING Originated from artificial neural network , deep learning is a branch of machine learning which is featured by multiple nonlinear processing layers . Deep learning aims to learn hierarchy representations of data . Up to date , there are various deep learning architectures and this research topic is fast-growing , in which new models are being developed even per week . And the community is quite open and there are a number of deep learning tutorials and books of good-quality [ 28 ] , [ 29 ] . Therefore , only a brief introduction to some major deep learning techniques that have been applied in machine health monitoring is given . In the following , four deep architectures including Auto-encoders , RBM , CNN and RNN and their corresponding variants are reviewed , respectively .",0,0,1,0
q8,1703.10121v1_abstract_0000,"How are machine learning methods applied to concrete scientific or engineering tasks (e.g., physics, biology, control, optimization)?","Which topics of machine learning are most commonly addressed in research ? This question was initially answered in 2007 by doing a qualitative survey among distinguished researchers . In our study , we revisit this question from a quantitative perspective . Concretely , we collect 54K abstracts of papers published between 2007 and 2016 in leading machine learning journals and conferences . We then use machine learning in order to determine the top 10 topics in machine learning . We not only include models , but provide a holistic view across optimization , data , features , etc . This quantitative approach allows reducing the bias of surveys . It reveals new and up-to-date insights into what the 10 most prolific topics in machine learning research are . This allows researchers to identify popular topics as well as new and rising topics for their research .",0,1,0,0
q8,1703.10121v1_introduction_0001,"How are machine learning methods applied to concrete scientific or engineering tasks (e.g., physics, biology, control, optimization)?","Introduction In 2007 , a paper named `` Top 10 algorithms in data mining '' identified and presented the top 10 most influential data mining algorithms within the research community [ 1 ] . The selection criteria were created by consolidating direct nominations from award winning researchers , the research community opinions and the number of citations in Google Scholar . The top 10 algorithms in that prior work are : C4.5 , k-means , support vector machine , Apriori , EM , PageRank , Ad-aBoost , kNN , naive Bayes and CART . In the decade that passed since then , machine learning has expanded , responding to incremental development of computational capabilities and substantial increase of problems in the commercial applications . This study reflects on the top 10 most popular fields of active research in machine learning , as they emerged from the quantitative analysis of leading journals and conferences . This work sees some topics in the broader sense including not only models but also concepts like data sets , features , optimization techniques and evaluation metrics . This wider view on the entire machine learning field is largely ignored in the literature by keeping a strong focus entirely on models [ 2 ] . Our core contribution in this study is that we provide a clear view of the active research in machine learning by relying solely on a quantitative methodology without interviewing experts .",0,1,0,0
q8,1706.05749v1_introduction_0002,"How are machine learning methods applied to concrete scientific or engineering tasks (e.g., physics, biology, control, optimization)?","Additionally , as environments become more complex , they will become more expensive to simulate . This poses a significant problem , since many Atari games already require upwards of 100 million steps using state-of-the-art algorithms , representing days of training on a single machine . Thus , it appears likely that complex environments will become too costly to learn from randomly initialized weights , due both to the increased simulation cost as well as the inherent difficulty of the task . Therefore , some form of prior information must be given to the agent . This can be seen with AlphaGo [ 18 ] , where the agent never learned to play the game without first using supervised learning on human games . While supervised learning certainly has been shown to aid reinforcement learning , it is very costly to obtain sufficient samples and requires the environment to be a task humans can play with reasonable skill , and is therefore impractical for a wide variety of important reinforcement learning problems . In this paper we introduce Dex , the first continual reinforcement learning toolkit for training and evaluating continual learning methods . We present and demonstrate a novel continual learning method we call incremental learning to solve complex environments . In incremental learning , environments are framed as a task to be learned by an agent .",1,0,1,1
q8,1706.05749v1_introduction_0003,"How are machine learning methods applied to concrete scientific or engineering tasks (e.g., physics, biology, control, optimization)?","In this paper we introduce Dex , the first continual reinforcement learning toolkit for training and evaluating continual learning methods . We present and demonstrate a novel continual learning method we call incremental learning to solve complex environments . In incremental learning , environments are framed as a task to be learned by an agent . This task can be split into a series of subtasks that are solved simultaneously . Similar to how natural language processing and object detection are subtasks of neural image caption generation [ 23 ] , reinforcement learning environments also have subtasks relevant to a given environment . These subtasks often include player detection , player control , obstacle detection , enemy detection , and player-object interaction , to name a few . These subtasks are common to many environments , but they are often sufficiently different in function and representation that reinforcement learning algorithms fail to generalize them across environments , such as in Atari . These critical subtasks are what expert humans utilize to quickly learn in new environments that share subtasks with previously learned environments , and are a reason for humans superior data efficiency in learning complex tasks .",1,1,1,1
q8,1706.05749v1_introduction_0004,"How are machine learning methods applied to concrete scientific or engineering tasks (e.g., physics, biology, control, optimization)?","These critical subtasks are what expert humans utilize to quickly learn in new environments that share subtasks with previously learned environments , and are a reason for humans superior data efficiency in learning complex tasks . In the case of deliberately similar environments , we can construct the subtasks such that they are similar in function and representation that an agent trained on the first environment can accelerate learning on the second environment due to its preconstructed subtask representations , thus partially avoiding the more complex environment 's increased simulation cost and inherent learning difficulty .",1,0,1,1
q8,1711.01431v1_introduction_0002,"How are machine learning methods applied to concrete scientific or engineering tasks (e.g., physics, biology, control, optimization)?","Introduction Machine learning is often approached from a behaviourist perspective , in which external feedback in the form of a reinforcement signal is the major driving force of improvement . Though this method has lead to many successes , it is confronted with interesting and unsolved challenges like tackling overfitting , providing comprehensibility , building reusable abstractions and concept formation , among many other [ Kotsiantis et al. , 2007 ; Bengio , 2009 ] . The problem with these behaviourist approaches is that they ignore the central importance of internal processes when considering learning . Model internals are often regarded just as a means to achieve higher performance . Analogous to studying human behaviour , however , appreciating the mechanisms of learning boils down to the question : `` when have we really learnt ? '' In this paper , we argue that a computer has learnt when : • the programme becomes better at the task at hand ; • the programme can perform the task more efficiently ; • the code becomes `` more structured '' and simpler . One possible analogy to better understand the above statements can be found in software engineering . When considering code that performs a specific task , we do not care only about its functionality , but also about its execution speed/efficiency and other so-called `` non-functional requirements '' .",1,1,1,1
q9,1501.04309v1_introduction_0001,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","Introduction Machine learning is the study and construction of systems that can learn from data . The systems are called learning machines . When Big Data emerges increasingly , more learning machines are developed and applied in different domains . However , the ultimate goal of machine learning study is insight , not machine itself . By the term insight I mean learning mechanisms in descriptions of mathematical principles . In a loose sense , learning mechanisms can be regarded as the natural entity . As the `` Tao ( 道 ) '' reflects the most fundamental of the universe by Lao Tzu ( 老子 ) , Einstein suggests that we should pursue the simplest mathematical interpretations to the nature . Although learning mechanisms are related to the subjects of psychology , cognitive and brain science , this paper stresses on the exploration of mathematical principles for interpretation of learning mechanisms . Up to now , we human beings are still far away from deep understanding ourself on learning mechanisms in terms of mathematical principles . It is the author 's belief that `` mathematical-principle-based machine '' might be more important and critical than `` brain-inspired machine '' in the study of machine learning . The purpose of this position paper is to put forward a new perspective and a novel conjecture within the study of machine learning .",0,1,1,1
q9,1504.03874v1_introduction_0002,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","However , this reason alone is not sufficient : There are indeed other topics , such as for instance , information fusion , where BF-based methods are now as well recognized as are methods based on more classical formalisms , such as probabilities , or ontologies . In this report , I assume an additional reason : that some researchers focused on BFT ( especially the youngest ) , who have progressively turned their interests towards ML problems , may not capture the newest trends of this field . In fact , I used to be an example of such researchers , and I acknowledge that my first perceptions of ML were clearly outdated . This is why , I propose a short review of the respective evolution of BFT and of ML , as well as an attempt to put them in perspective . Of course , many senior researchers may find this exercise futile , as they have their own broad view on the question . However , to my knowledge , no recent referenced article is available for any reader seeking for a starting point to question the links between ML and BFT . This document is structured as follow : In Section 2 , a brief recall of the evolution of the mainstream in the BF community is provided .",0,0,0,0
q9,1504.03874v1_introduction_0003,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","However , to my knowledge , no recent referenced article is available for any reader seeking for a starting point to question the links between ML and BFT . This document is structured as follow : In Section 2 , a brief recall of the evolution of the mainstream in the BF community is provided . Then , in Section 3 , a short summary of the earlier ages of ML up to the mid-90s , is sketched , as well as a coarse description of the successful interactions between ML and BFT in those times . Afterward , I provide in Section 4 a synthetic overview of the revolution that blew over ML around the early 2000s , and which modified its goals and the organization of its supporting community . As BFT does not seem to fit in this new picture of the ML world , I list in Section 5 a few problems that may still be of interest for the current mainstream of BFT , as well as some potential interesting evolutions for the community to adapt to the newly raised questions .",0,0,0,0
q9,1505.06614v1_introduction_0001,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","Introduction Machine Learning is a scientific discipline that is concerned with the design and development of algorithms that allow computers to `` learn data '' . More precisely , `` learn '' is here intended as the possibility to automatically recognize complex patterns and make `` intelligent '' decisions , based on information data . Hence , machine learning is closely related to fields such as statistics , probability theory , data mining , pattern recognition , artificial intelligence , adaptive control and theoretical computer science . Machine learning algorithms can be classified in the following types : • supervised learning algorithms : a function/classifier is generated , that maps outputs on the training inputs , based on labeled examples inputoutput ; • unsupervised learning algorithms : patterns in the input are recognized , the examples have no labels ; • semi-supervised learning algorithms : supervised and unsupervised learning information is combined ; • reinforcement learning : actions from observation of the world are generated . Every action has some impact in the environment and the environment provides feedbacks that are translated into a score that guide the learning process . The principal supervised learning techniques currently applied or under consideration at statistical agencies worldwide to solve the record linkage matching problem are : classification tree [ 4 , 7 ] , support vector machine [ 1 , 2 , 3 ] and neural network [ 15 ] .",0,1,1,1
q9,1505.06614v1_introduction_0002,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","The principal supervised learning techniques currently applied or under consideration at statistical agencies worldwide to solve the record linkage matching problem are : classification tree [ 4 , 7 ] , support vector machine [ 1 , 2 , 3 ] and neural network [ 15 ] . In this short paper , another machine learning technique is proposed to solve the record linkage problem : the multi-criteria classification method Electre Tri . It is the first time that multi-criteria machine learning technique is used to solve the record linkage problem . This application answers to one of `` many challenges in applying supervised machine learning to record linkage matching '' [ 10 ] , showing that the use of multi-criteria classification method Electre Tri to solve the record linkage problem provides good results in term of classification model performances . The importance of this application is in light of the increasing development of the use of administrative sources data . In this context , an important problem is that of finding matching pairs of records from heterogeneous databases , while maintaining privacy of the databases parties . To this purpose secure computation of distance metrics is important for secure record linkage [ 5 ] . The paper is organized as follows .",0,0,0,0
q9,1612.04858v1_introduction_0001,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","Introduction Recently , there has been interest in applying Bayesian black-box optimization strategies to better conduct optimization over hyperparameter configurations of machine learning models and systems [ 19 ] [ 21 ] [ 11 ] . Most of these techniques require that the objective be a scalar value depending on the hyperparamter configuration x. x opt = arg max x∈X f ( x ) A more detailed introduction to Bayesian optimization and related techniques is provided in [ 8 ] . The focus of this guidebook is on demonstrating several example problems where Bayesian optimization provides a noted benefit . Our hope is to clearly show how Bayesian optimization can assist in better designing and optimizing real-world machine learning systems . All of the examples in this guidebook have corresponding code available on SigOpt 's example github repo .",0,0,0,0
q9,1706.05749v1_abstract_0000,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","This paper introduces Dex , a reinforcement learning environment toolkit specialized for training and evaluation of continual learning methods as well as general reinforcement learning problems . We also present the novel continual learning method of incremental learning , where a challenging environment is solved using optimal weight initialization learned from first solving a similar easier environment . We show that incremental learning can produce vastly superior results than standard methods by providing a strong baseline method across ten Dex environments . We finally develop a saliency method for qualitative analysis of reinforcement learning , which shows the impact incremental learning has on network attention .",1,1,0,1
q9,1706.05749v1_introduction_0001,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","Introduction Complex environments such as Go , Starcraft , and many modern video-games present profound challenges in deep reinforcement learning that have yet to be solved . They often require long , precise sequences of actions and domain knowledge in order to obtain reward , and have yet to be learned from random weight initialization . Solutions to these problems would mark a significant breakthrough on the path to artificial general intelligence . Recent works in reinforcement learning have shown that environments such as Atari games [ 2 ] can be learned from pixel input to superhuman expertise [ 9 ] . The agents start with randomly initialized weights , and learn largely from trial and error , relying on a reward signal to indicate performance . Despite these successes , complex games , including those where rewards are sparse such as Montezuma 's Revenge , have been notoriously difficult to learn . While methods such as intrinsic motivation [ 3 ] have been used to partially overcome these challenges , we suspect this becomes intractable as complexity increases . Additionally , as environments become more complex , they will become more expensive to simulate . This poses a significant problem , since many Atari games already require upwards of 100 million steps using state-of-the-art algorithms , representing days of training on a single machine .",1,1,1,1
q9,1706.05749v1_introduction_0002,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","Additionally , as environments become more complex , they will become more expensive to simulate . This poses a significant problem , since many Atari games already require upwards of 100 million steps using state-of-the-art algorithms , representing days of training on a single machine . Thus , it appears likely that complex environments will become too costly to learn from randomly initialized weights , due both to the increased simulation cost as well as the inherent difficulty of the task . Therefore , some form of prior information must be given to the agent . This can be seen with AlphaGo [ 18 ] , where the agent never learned to play the game without first using supervised learning on human games . While supervised learning certainly has been shown to aid reinforcement learning , it is very costly to obtain sufficient samples and requires the environment to be a task humans can play with reasonable skill , and is therefore impractical for a wide variety of important reinforcement learning problems . In this paper we introduce Dex , the first continual reinforcement learning toolkit for training and evaluating continual learning methods . We present and demonstrate a novel continual learning method we call incremental learning to solve complex environments . In incremental learning , environments are framed as a task to be learned by an agent .",1,1,1,1
q9,1706.05749v1_introduction_0003,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","In this paper we introduce Dex , the first continual reinforcement learning toolkit for training and evaluating continual learning methods . We present and demonstrate a novel continual learning method we call incremental learning to solve complex environments . In incremental learning , environments are framed as a task to be learned by an agent . This task can be split into a series of subtasks that are solved simultaneously . Similar to how natural language processing and object detection are subtasks of neural image caption generation [ 23 ] , reinforcement learning environments also have subtasks relevant to a given environment . These subtasks often include player detection , player control , obstacle detection , enemy detection , and player-object interaction , to name a few . These subtasks are common to many environments , but they are often sufficiently different in function and representation that reinforcement learning algorithms fail to generalize them across environments , such as in Atari . These critical subtasks are what expert humans utilize to quickly learn in new environments that share subtasks with previously learned environments , and are a reason for humans superior data efficiency in learning complex tasks .",1,1,0,1
q9,1706.05749v1_introduction_0004,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","These critical subtasks are what expert humans utilize to quickly learn in new environments that share subtasks with previously learned environments , and are a reason for humans superior data efficiency in learning complex tasks . In the case of deliberately similar environments , we can construct the subtasks such that they are similar in function and representation that an agent trained on the first environment can accelerate learning on the second environment due to its preconstructed subtask representations , thus partially avoiding the more complex environment 's increased simulation cost and inherent learning difficulty .",1,0,0,0
q9,1711.01431v1_introduction_0005,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","In this sense , our vision aligns to that of Ray Kurzweil , who claimed that `` the theory behind deep learning . . . is that you have a model that reflects the hierarchy in the natural phenomenon you 're trying to learn [ Hof , 2013 ] . '' This paper is structured as follows . The theoretical ideas are laid out and the case for a new operational definition of machine learning is made . We put forward the conjecture that the optimization of model entropy , leads to concept formation . Last , conclusions and further steps to operationalize these concepts are formulated . 2 Central assertions 2.1 Learning can not be explained in extrinsic terms only Conventional wisdom depicts machine learning as the optimization of a ( non- ) parametric model with respect to some performance measure . This view is clearly reflected in the de facto definition of machine learning by Mitchell [ Mitchell , 1997 ] : `` A computer program is said to learn from an experience X with respect to some class of tasks T and performance measure P , if its performance at tasks in T , as measured by P , improves with experimental data D '' . Traditional machine learning techniques typically exploit shallow-structured , and often fixed , architectures .",0,0,0,0
q9,1711.01431v1_introduction_0008,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","In other words : Data representation and model computation should be considered as two sides of the same coin . As a result the structural properties of both the model and data space are key to the modelling of higher abstractions . Sparse coding is a perfect example of this . Without sparse coding , although the information is intrinsically `` present '' in the data , neural networks become intractable to train due to the extremely volatile and complex decision surface . From this perspective we follow the observations that have been made by Bengio in [ Bengio et al. , 2013 ] on representation learning . One of the interesting phenomena is `` information entanglement '' [ Glorot et al. , 2011 ] . In this case , the model space is of a lower dimensionality or complexity than the data space . The projection of the data onto a high-dimensional space using sparse coding , then , has the advantage that the representations are more likely to be linearly separable , or at least less nonlinear . On the other hand , when the model complexity is increased considerably ( e.g . by adding layers ) , the neural network becomes untrainable using traditional techniques , because the dimensionality of the search space explodes . Deep learning techniques tackle this issue by -among other techniques -pre-initializing the model-space of particular layer in a maximum-likelihood/minimal-energy state .",0,0,0,0
q9,1811.04422v1_abstract_0000,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","I describe an optimal control view of adversarial machine learning , where the dynamical system is the machine learner , the input are adversarial actions , and the control costs are defined by the adversary 's goals to do harm and be hard to detect . This view encompasses many types of adversarial machine learning , including test-item attacks , training-data poisoning , and adversarial reward shaping . The view encourages adversarial machine learning researcher to utilize advances in control theory and reinforcement learning .",0,1,0,0
q9,1811.04871v1_abstract_0001,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?",In this paper we present a maturity framework for machine learning model lifecycle management for enterprises . Our framework is a re-interpretation of the software Capability Maturity Model ( CMM ) for machine learning model development process . We present a set of best practices from authors ' personal experience of building large scale real-world machine learning models to help organizations achieve higher levels of maturity independent of their starting point .,0,0,0,0
q9,1903.00092v2_introduction_0001,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","Introduction Online decision-making problems fundamentally address the issue of dealing with the uncertainty inherently present in the future . In broad terms , these problems can be addressed in two ways . First , a predictive approach like a machine learning algorithm can be used to guess at future events and to act accordingly . This method , while clearly powerful , has the drawback that it is very difficult to make any guarantees about the performance of the algorithm . Another paradigm for solving these problems is to use competitive analysis to guarantee a bound on the performance of a given algorithm . In this approach , we consider some cost function and note the cost that would be incurred by an omniscient algorithm that could access future data . Then , we compare this optimal omniscient cost to the worst-case cost of an online algorithm which can not use future data . By bounding the ratio of these two costs , a guarantee can be made as to how well the online algorithm will perform in terms of the performance of an omniscient algorithm . A classic problem in competitive analysis is the Ski Rental Problem . In this problem , a skier must decide whether to rent skis at a rate of $ 1 per day , or to buy skis at a price of $ B .",1,0,0,0
q9,1907.03010v1_introduction_0001,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","INTRODUCTION In the field of machine learning Time Series are very special data needed their specific processing and methods [ 1 ] [ 2 ] . On top of that , Financial data adds a big challenge due to their proportion of randomness and their non-stationary nature [ 4 ] [ 3 ] . There is a lot of research relative to the Financial Market forecast with Machine Learning [ 5 ] . However , many studies only cover one type of data scaling or labelling while the decisions made on this step can have a huge impact on the results . Not only in term of pure model performances metrics but in term of capabilities to really implement a profitable trading strategy based on the model . This study covers the following points : • Pre-processing and Stationarity • Pre-processing and preservation of useful prices relationships • Labelling for classifiers and regressors",0,0,0,0
q9,1907.07543v1_introduction_0002,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","Introduction Transfer learning in the Natural Language Processing ( NLP ) field has advanced significantly in the last two years , introducing fine-tuning approaches akin to those seen in computer vision some years earlier ( Donahue et al. , 2013 ) . This growth originated from feature-based transfer learning , which in the form of word embeddings has been in use for some years , particularly driven by ( Mikolov , Chen , Corrado , & Dean , 2013 ) . As part of this new wave , we have seen advancements in feature-based transfer learning in the form of ELMo ( Peters et al. , 2018 ) . In addition a characteristic trend in this wave of transfer learning models is a class of algorithms that primarily focus on a finetuning approach , where a base language model ( Bengio , Ducharme , Vincent , & Jauvin , 2003 ) is trained and then fine-tuned on a target task . This base language model is typically very large ( 100M + parameters ) and takes a relatively long time to train . However , the fine-tuning task is usually much quicker to train as only a few parameters are added to the model , typically a single dense layer to the end of a multilayer LSTM or Transformer ( Vaswani et al. , 2017 ) .",1,0,0,0
q9,1907.07543v1_introduction_0003,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","However , the fine-tuning task is usually much quicker to train as only a few parameters are added to the model , typically a single dense layer to the end of a multilayer LSTM or Transformer ( Vaswani et al. , 2017 ) . The model continues training either all , or part , of the network , but this is typically on much less data and for much less time , as only the task specific information is being learned and the general `` understanding '' of the language is transferred . These approaches have , on multiple occasions , broken the state-of-the-art records ( SO-TAs ) across the board on a range of NLP tasks and datasets ( Devlin , Chang , Lee , & Toutanova , 2018 ) ( Howard & Ruder , 2018 ) . However , all of these datasets are designed for deep learning : they are typically large enough that they warrant the use of deep learning ( 5000+ examples per class ) , without the necessity of transfer learning . It is our view that what transfer learning does , in these cases , is push the boundaries of performance . The prevalence of deep learning algorithms in surpassing SOTA records suggests quite clearly that , for the datasets assessed , deep learning surpasses the limits of classical machine learning algorithms in NLP tasks .",1,0,0,0
q9,1907.07543v1_introduction_0004,"What strategies support learning in complex or changing environments, especially in reinforcement learning (e.g., exploration, adaptation, non-stationarity)?","It is our view that what transfer learning does , in these cases , is push the boundaries of performance . The prevalence of deep learning algorithms in surpassing SOTA records suggests quite clearly that , for the datasets assessed , deep learning surpasses the limits of classical machine learning algorithms in NLP tasks . Low-shot transfer learning is another usecase for transfer learning in NLP , one of particular interest to companies working with real-world data . Low-shot transfer learning ( also referred to as `` few-shot '' ) is the use of transfer learning in training models where we have little training data available . This is important as many potential real-world applications of machine learning NLP do not have access to sufficiently large datasets to train deep learning algorithms , and obtaining such a dataset can often be too expensive or time consuming . Howard & Ruder ( 2018 ) note , and Devlin et . al . ( 2018 ) hypothesize that their respective approaches can be used with low quantities of data to give good results .",1,0,0,0
q10,1505.06614v1_introduction_0002,"What does robustness mean in machine learning, including robustness to distribution shift, noise, and adversarial perturbations?","The principal supervised learning techniques currently applied or under consideration at statistical agencies worldwide to solve the record linkage matching problem are : classification tree [ 4 , 7 ] , support vector machine [ 1 , 2 , 3 ] and neural network [ 15 ] . In this short paper , another machine learning technique is proposed to solve the record linkage problem : the multi-criteria classification method Electre Tri . It is the first time that multi-criteria machine learning technique is used to solve the record linkage problem . This application answers to one of `` many challenges in applying supervised machine learning to record linkage matching '' [ 10 ] , showing that the use of multi-criteria classification method Electre Tri to solve the record linkage problem provides good results in term of classification model performances . The importance of this application is in light of the increasing development of the use of administrative sources data . In this context , an important problem is that of finding matching pairs of records from heterogeneous databases , while maintaining privacy of the databases parties . To this purpose secure computation of distance metrics is important for secure record linkage [ 5 ] . The paper is organized as follows .",0,0,0,0
q10,1612.07640v1_introduction_0004,"What does robustness mean in machine learning, including robustness to distribution shift, noise, and adversarial perturbations?","In fact , deep learning is not a new idea , which even dates back to the 1940s [ 12 ] , [ 13 ] . The popularity of deep learning today can be contributed to the following points : * Increasing Computing Power : the advent of graphics processor unit ( GPU ) , the lowered cost of hardware , the better software infrastructure and the faster network connectivity all reduce the required running time of deep learning algorithms significantly . For example , as reported in [ 14 ] , the time required to learn a four-layer DBN with 100 million free parameters can be reduced from several weeks to around a single day . * Increasing Data Size : there is no doubt that the era of Big Data is coming . Our activities are almost all digitized , recorded by computers and sensors , connected to Internet , and stored in cloud . As pointed out in [ 1 ] that in industry-related applications such as industrial informatics and electronics , almost 1000 exabytes are generated per year and a 20-fold increase can be expected in the next ten years . The study in [ 3 ] predicts that 30 billion devices will be connected by 2020 . Therefore , the huge amount of data is able to offset the complexity increase behind deep learning and improve its generalization capability .",0,0,0,0
q10,1612.07640v1_introduction_0005,"What does robustness mean in machine learning, including robustness to distribution shift, noise, and adversarial perturbations?","The study in [ 3 ] predicts that 30 billion devices will be connected by 2020 . Therefore , the huge amount of data is able to offset the complexity increase behind deep learning and improve its generalization capability . * Advanced Deep Learning Research : the first breakthrough of deep learning is the pre-training method in an unsupervised way [ 15 ] , where Hinton proposed to pre-train one layer at a time via restricted Boltzmann machine ( RBM ) and then fine-tune using backpropagation . This has been proven to be effective to train multilayer neural networks . Considering the capability of deep learning to address largescale data and learn high-level representation , deep learning can be a powerful and effective solution for machine health monitoring systems ( MHMS ) . Conventional data-driven MHMS usually consists of the following key parts : handcrafted feature design , feature extraction/selection and model training . The right set of features are designed , and then provided to some shallow machine learning algorithms including arXiv:1612.07640v1 [ cs.LG ] 16 Dec 2016 Support Vector Machines ( SVM ) , Naive Bayes ( NB ) , logistic regression [ 16 ] , [ 17 ] , [ 18 ] . It is shown that the representation defines the upper-bound performances of machine learning algorithms [ 19 ] .",0,0,0,0
q10,1612.07640v1_introduction_0006,"What does robustness mean in machine learning, including robustness to distribution shift, noise, and adversarial perturbations?","It is shown that the representation defines the upper-bound performances of machine learning algorithms [ 19 ] . However , it is difficult to know and determine what kind of good features should be designed . To alleviate this issue , feature extraction/selection methods , which can be regarded as a kind of information fusion , are performed between hand-crafted feature design and classification/regression models [ 20 ] , [ 21 ] , [ 22 ] . However , manually designing features for a complex domain requires a great deal of human labor and can not be updated on-line . At the same time , feature extraction/selection is another tricky problem , which involves prior selection of hyperparameters such as latent dimension . At last , the above three modules including feature design , feature extraction/selection and model training can not be jointly optimized which may hinder the final performance of the whole system . Deep learning based MHMS ( DL-based MHMS ) aim to extract hierarchical representations from input data by building deep neural networks with multiple layers of non-linear transformations . Intuitively , one layer operation can be regarded as a transformation from input values to output values .",0,0,0,0
q10,1612.07640v1_introduction_0009,"What does robustness mean in machine learning, including robustness to distribution shift, noise, and adversarial perturbations?","The remainder of this paper is organized as follows . The basic information on these above deep learning models are given in section II . Then , section III reviews applications of deep learning models on machine health monitoring . Finally , section IV gives a brief summary of the recent achievements of DL-based MHMS and discusses some potential trends of deep learning in machine health monitoring . II . DEEP LEARNING Originated from artificial neural network , deep learning is a branch of machine learning which is featured by multiple nonlinear processing layers . Deep learning aims to learn hierarchy representations of data . Up to date , there are various deep learning architectures and this research topic is fast-growing , in which new models are being developed even per week . And the community is quite open and there are a number of deep learning tutorials and books of good-quality [ 28 ] , [ 29 ] . Therefore , only a brief introduction to some major deep learning techniques that have been applied in machine health monitoring is given . In the following , four deep architectures including Auto-encoders , RBM , CNN and RNN and their corresponding variants are reviewed , respectively .",0,0,0,0
